%Cavity1 Size=	0,000000E+0	mm
%f	alpha	Re(R)	Im(R)	Re(Zs/Zo)	Im(Zs/Zo)
2,279687E+3	9,416623E-1	8,658159E-2	2,254802E-1	1,063815E+0	5,094593E-1
2,281250E+3	9,419877E-1	8,710110E-2	2,245567E-1	1,065826E+0	5,081560E-1
2,282812E+3	9,416657E-1	8,806823E-2	2,248961E-1	1,067409E+0	5,098541E-1
2,284375E+3	9,414578E-1	8,901911E-2	2,249839E-1	1,069226E+0	5,110344E-1
2,285937E+3	9,415169E-1	8,976359E-2	2,245564E-1	1,071177E+0	5,109616E-1
2,287500E+3	9,414816E-1	9,007020E-2	2,245123E-1	1,071841E+0	5,111975E-1
2,289062E+3	9,414080E-1	9,101684E-2	2,242943E-1	1,073982E+0	5,117612E-1
2,290625E+3	9,413417E-1	9,246358E-2	2,238499E-1	1,077381E+0	5,124000E-1
2,292187E+3	9,407569E-1	9,298525E-2	2,249375E-1	1,077277E+0	5,151598E-1
2,293750E+3	9,410400E-1	9,326498E-2	2,241910E-1	1,078642E+0	5,139462E-1
2,295312E+3	9,411300E-1	9,457294E-2	2,234413E-1	1,082102E+0	5,138210E-1
2,296875E+3	9,407802E-1	9,555262E-2	2,238068E-1	1,083705E+0	5,156158E-1
2,298437E+3	9,408146E-1	9,635682E-2	2,233848E-1	1,085800E+0	5,156193E-1
2,300000E+3	9,409360E-1	9,637959E-2	2,231030E-1	1,086149E+0	5,150681E-1
2,301562E+3	9,405493E-1	9,736834E-2	2,235399E-1	1,087700E+0	5,170262E-1
2,303125E+3	9,407743E-1	9,780923E-2	2,228431E-1	1,089354E+0	5,160750E-1
2,304687E+3	9,405703E-1	9,917092E-2	2,226990E-1	1,092305E+0	5,172504E-1
2,306250E+3	9,403373E-1	9,982316E-2	2,229305E-1	1,093395E+0	5,184332E-1
2,307812E+3	9,404280E-1	1,006441E-1	2,223574E-1	1,095707E+0	5,181442E-1
2,309375E+3	9,403529E-1	1,017718E-1	2,220126E-1	1,098410E+0	5,186583E-1
2,310937E+3	9,400910E-1	1,021314E-1	2,224368E-1	1,098691E+0	5,199272E-1
2,312500E+3	9,401467E-1	1,029479E-1	2,219348E-1	1,100929E+0	5,197795E-1
2,314062E+3	9,401238E-1	1,038302E-1	2,215751E-1	1,103152E+0	5,199975E-1
2,315625E+3	9,401254E-1	1,042377E-1	2,213801E-1	1,104212E+0	5,200382E-1
2,317187E+3	9,398998E-1	1,056469E-1	2,212215E-1	1,107319E+0	5,212532E-1
2,318750E+3	9,397754E-1	1,061389E-1	2,212672E-1	1,108295E+0	5,218893E-1
2,320312E+3	9,396143E-1	1,071783E-1	2,211300E-1	1,110617E+0	5,227481E-1
2,321875E+3	9,395664E-1	1,083813E-1	2,206516E-1	1,113664E+0	5,230750E-1
2,323437E+3	9,394779E-1	1,092165E-1	2,204402E-1	1,115651E+0	5,235555E-1
2,325000E+3	9,393596E-1	1,095315E-1	2,205522E-1	1,116189E+0	5,241400E-1
2,326562E+3	9,393529E-1	1,103305E-1	2,201688E-1	1,118296E+0	5,242201E-1
2,328125E+3	9,392873E-1	1,108741E-1	2,200446E-1	1,119579E+0	5,245623E-1
2,329687E+3	9,390028E-1	1,113233E-1	2,204638E-1	1,120060E+0	5,259466E-1
2,331250E+3	9,393118E-1	1,125438E-1	2,191394E-1	1,124116E+0	5,245075E-1
2,332812E+3	9,391226E-1	1,134403E-1	2,191089E-1	1,126051E+0	5,254431E-1
2,334375E+3	9,389185E-1	1,143345E-1	2,191099E-1	1,127949E+0	5,264455E-1
2,335937E+3	9,388703E-1	1,150144E-1	2,188639E-1	1,129671E+0	5,266844E-1
2,337500E+3	9,388534E-1	1,155213E-1	2,186354E-1	1,131007E+0	5,267662E-1
2,339062E+3	9,388599E-1	1,162470E-1	2,182356E-1	1,133005E+0	5,267280E-1
2,340625E+3	9,387730E-1	1,168341E-1	2,181211E-1	1,134388E+0	5,271433E-1
2,342187E+3	9,384608E-1	1,183432E-1	2,180231E-1	1,137731E+0	5,286352E-1
2,343750E+3	9,382542E-1	1,192443E-1	2,180060E-1	1,139685E+0	5,296182E-1
2,345312E+3	9,385155E-1	1,192912E-1	2,173800E-1	1,140495E+0	5,283254E-1
2,346875E+3	9,383958E-1	1,205050E-1	2,169855E-1	1,143557E+0	5,288498E-1
2,348437E+3	9,381665E-1	1,209995E-1	2,172387E-1	1,144336E+0	5,299575E-1
2,350000E+3	9,380032E-1	1,220424E-1	2,170311E-1	1,146826E+0	5,306954E-1
2,351562E+3	9,379376E-1	1,228869E-1	2,167054E-1	1,149027E+0	5,309530E-1
2,353125E+3	9,377615E-1	1,232419E-1	2,169100E-1	1,149563E+0	5,318020E-1
2,354687E+3	9,375262E-1	1,245464E-1	2,167071E-1	1,152629E+0	5,328550E-1
2,356250E+3	9,376220E-1	1,251561E-1	2,161341E-1	1,154613E+0	5,323070E-1
2,357812E+3	9,378360E-1	1,253331E-1	2,155356E-1	1,155685E+0	5,312043E-1
2,359375E+3	9,377871E-1	1,265024E-1	2,149652E-1	1,158895E+0	5,312977E-1
2,360937E+3	9,376755E-1	1,273385E-1	2,147309E-1	1,160996E+0	5,317442E-1
2,362500E+3	9,372024E-1	1,286440E-1	2,150541E-1	1,163490E+0	5,339580E-1
2,364062E+3	9,371763E-1	1,296193E-1	2,145287E-1	1,166244E+0	5,339290E-1
2,365625E+3	9,374786E-1	1,290723E-1	2,141535E-1	1,165472E+0	5,324707E-1
2,367187E+3	9,372532E-1	1,304263E-1	2,138592E-1	1,168799E+0	5,333850E-1
2,368750E+3	9,373414E-1	1,307947E-1	2,134276E-1	1,170113E+0	5,328569E-1
2,370312E+3	9,371346E-1	1,319644E-1	2,131919E-1	1,172977E+0	5,336893E-1
2,371875E+3	9,368816E-1	1,327361E-1	2,133063E-1	1,174558E+0	5,348393E-1
2,373437E+3	9,366989E-1	1,334608E-1	2,132823E-1	1,176197E+0	5,356296E-1
2,375000E+3	9,365197E-1	1,343090E-1	2,131700E-1	1,178216E+0	5,363695E-1
2,376562E+3	9,365664E-1	1,352791E-1	2,124457E-1	1,181228E+0	5,358868E-1
2,378125E+3	9,367252E-1	1,355813E-1	2,118787E-1	1,182566E+0	5,349713E-1
2,379687E+3	9,363070E-1	1,371233E-1	2,118730E-1	1,186030E+0	5,367636E-1
2,381250E+3	9,359964E-1	1,380029E-1	2,120350E-1	1,187816E+0	5,381614E-1
2,382812E+3	9,359788E-1	1,382245E-1	2,119319E-1	1,188436E+0	5,381906E-1
2,384375E+3	9,357397E-1	1,390614E-1	2,119487E-1	1,190300E+0	5,392154E-1
2,385937E+3	9,359065E-1	1,397503E-1	2,111004E-1	1,192856E+0	5,381145E-1
2,387500E+3	9,356927E-1	1,409307E-1	2,108218E-1	1,195856E+0	5,388789E-1
2,389062E+3	9,356081E-1	1,417617E-1	2,104649E-1	1,198164E+0	5,390534E-1
2,390625E+3	9,355007E-1	1,423853E-1	2,102992E-1	1,199777E+0	5,394163E-1
2,392187E+3	9,354836E-1	1,431319E-1	2,098324E-1	1,202031E+0	5,392399E-1
2,393750E+3	9,353119E-1	1,438198E-1	2,097712E-1	1,203673E+0	5,399179E-1
2,395312E+3	9,350462E-1	1,447775E-1	2,097457E-1	1,205891E+0	5,410008E-1
2,396875E+3	9,349956E-1	1,457601E-1	2,091850E-1	1,208810E+0	5,408902E-1
2,398437E+3	9,349481E-1	1,464365E-1	2,088259E-1	1,210792E+0	5,408745E-1
2,400000E+3	9,347493E-1	1,473598E-1	2,086524E-1	1,213123E+0	5,415806E-1
2,401562E+3	9,346498E-1	1,480224E-1	2,084216E-1	1,214927E+0	5,418436E-1
2,403125E+3	9,349483E-1	1,487051E-1	2,072160E-1	1,217949E+0	5,398771E-1
2,404687E+3	9,347976E-1	1,491577E-1	2,072545E-1	1,218951E+0	5,405085E-1
2,406250E+3	9,347348E-1	1,496494E-1	2,070514E-1	1,220334E+0	5,406279E-1
2,407812E+3	9,347144E-1	1,507109E-1	2,063294E-1	1,223666E+0	5,402255E-1
2,409375E+3	9,344421E-1	1,521979E-1	2,058974E-1	1,227652E+0	5,410080E-1
2,410937E+3	9,344389E-1	1,524441E-1	2,057230E-1	1,228437E+0	5,408973E-1
2,412500E+3	9,341131E-1	1,532116E-1	2,059445E-1	1,229964E+0	5,423419E-1
2,414062E+3	9,340543E-1	1,538603E-1	2,056032E-1	1,231896E+0	5,423276E-1
2,415625E+3	9,339615E-1	1,544174E-1	2,054113E-1	1,233435E+0	5,425522E-1
2,417187E+3	9,341196E-1	1,550526E-1	2,045461E-1	1,235975E+0	5,412880E-1
2,418750E+3	9,340258E-1	1,559337E-1	2,041051E-1	1,238586E+0	5,413162E-1
2,420312E+3	9,339440E-1	1,562618E-1	2,040546E-1	1,239421E+0	5,415948E-1
2,421875E+3	9,339211E-1	1,573483E-1	2,032742E-1	1,242937E+0	5,410672E-1
2,423437E+3	9,337512E-1	1,582671E-1	2,029787E-1	1,245475E+0	5,414826E-1
2,425000E+3	9,334750E-1	1,591037E-1	2,030049E-1	1,247432E+0	5,425635E-1
2,426562E+3	9,335169E-1	1,598616E-1	2,023050E-1	1,250090E+0	5,418209E-1
2,428125E+3	9,334030E-1	1,604381E-1	2,021303E-1	1,251679E+0	5,421072E-1
2,429687E+3	9,332327E-1	1,615562E-1	2,016605E-1	1,254927E+0	5,423496E-1
2,431250E+3	9,331653E-1	1,621334E-1	2,013639E-1	1,256674E+0	5,423447E-1
2,432812E+3	9,334903E-1	1,622246E-1	2,004815E-1	1,257971E+0	5,403374E-1
2,434375E+3	9,331187E-1	1,634415E-1	2,004200E-1	1,260974E+0	5,416770E-1
2,435937E+3	9,329184E-1	1,642854E-1	2,002298E-1	1,263243E+0	5,422527E-1
2,437500E+3	9,327518E-1	1,653036E-1	1,998073E-1	1,266223E+0	5,424820E-1
2,439062E+3	9,327414E-1	1,655743E-1	1,996090E-1	1,267122E+0	5,423347E-1
2,440625E+3	9,325794E-1	1,665059E-1	1,992395E-1	1,269837E+0	5,425846E-1
2,442187E+3	9,326759E-1	1,670198E-1	1,985662E-1	1,271915E+0	5,415801E-1
2,443750E+3	9,324974E-1	1,678712E-1	1,982975E-1	1,274321E+0	5,419740E-1
2,445312E+3	9,322708E-1	1,690234E-1	1,978896E-1	1,277639E+0	5,423994E-1
2,446875E+3	9,322099E-1	1,698312E-1	1,973510E-1	1,280284E+0	5,420781E-1
2,448437E+3	9,320121E-1	1,704889E-1	1,972851E-1	1,281980E+0	5,427300E-1
2,450000E+3	9,320832E-1	1,713683E-1	1,963407E-1	1,285313E+0	5,414950E-1
2,451562E+3	9,320737E-1	1,717222E-1	1,960556E-1	1,286538E+0	5,412297E-1
2,453125E+3	9,318936E-1	1,725419E-1	1,957950E-1	1,288886E+0	5,416013E-1
2,454687E+3	9,317190E-1	1,732111E-1	1,956500E-1	1,290722E+0	5,420729E-1
2,456250E+3	9,317528E-1	1,739597E-1	1,948981E-1	1,293512E+0	5,411371E-1
2,457812E+3	9,315017E-1	1,750610E-1	1,945557E-1	1,296677E+0	5,416540E-1
2,459375E+3	9,314690E-1	1,751472E-1	1,945621E-1	1,296883E+0	5,417773E-1
2,460937E+3	9,313564E-1	1,765727E-1	1,935605E-1	1,301689E+0	5,410511E-1
2,462500E+3	9,315401E-1	1,767995E-1	1,928779E-1	1,303107E+0	5,396235E-1
2,464062E+3	9,311889E-1	1,777725E-1	1,928938E-1	1,305528E+0	5,408746E-1
2,465625E+3	9,311715E-1	1,788536E-1	1,919372E-1	1,309441E+0	5,398157E-1
2,467187E+3	9,311033E-1	1,793825E-1	1,916211E-1	1,311170E+0	5,396776E-1
2,468750E+3	9,310074E-1	1,799251E-1	1,913624E-1	1,312864E+0	5,397010E-1
2,470312E+3	9,308581E-1	1,805026E-1	1,912084E-1	1,314518E+0	5,400327E-1
2,471875E+3	9,310744E-1	1,809117E-1	1,902539E-1	1,316747E+0	5,381227E-1
2,473437E+3	9,308254E-1	1,819702E-1	1,898986E-1	1,319881E+0	5,385405E-1
2,475000E+3	9,306142E-1	1,828317E-1	1,896270E-1	1,322416E+0	5,389256E-1
2,476562E+3	9,305062E-1	1,834013E-1	1,893613E-1	1,324204E+0	5,389604E-1
2,478125E+3	9,306334E-1	1,837118E-1	1,887235E-1	1,325796E+0	5,377174E-1
2,479687E+3	9,305098E-1	1,845349E-1	1,882475E-1	1,328502E+0	5,375270E-1
2,481250E+3	9,302449E-1	1,854960E-1	1,880062E-1	1,331274E+0	5,381116E-1
2,482812E+3	9,301662E-1	1,863833E-1	1,873368E-1	1,334400E+0	5,374998E-1
2,484375E+3	9,301567E-1	1,870118E-1	1,867348E-1	1,336778E+0	5,367334E-1
2,485937E+3	9,301583E-1	1,877024E-1	1,860364E-1	1,339442E+0	5,357906E-1
2,487500E+3	9,300127E-1	1,882308E-1	1,858936E-1	1,340992E+0	5,360829E-1
2,489062E+3	9,301014E-1	1,883293E-1	1,855551E-1	1,341673E+0	5,353272E-1
2,490625E+3	9,298375E-1	1,892720E-1	1,853067E-1	1,344437E+0	5,358640E-1
2,492187E+3	9,299691E-1	1,899667E-1	1,842378E-1	1,347591E+0	5,339470E-1
2,493750E+3	9,297542E-1	1,910799E-1	1,836690E-1	1,351218E+0	5,338547E-1
2,495312E+3	9,296247E-1	1,915017E-1	1,835823E-1	1,352433E+0	5,341569E-1
2,496875E+3	9,294406E-1	1,920773E-1	1,834822E-1	1,354071E+0	5,346182E-1
2,498437E+3	9,295728E-1	1,926865E-1	1,824804E-1	1,356933E+0	5,327474E-1
2,500000E+3	9,297719E-1	1,929232E-1	1,816830E-1	1,358558E+0	5,309405E-1
2,501562E+3	9,295619E-1	1,939231E-1	1,811959E-1	1,361812E+0	5,309055E-1
2,503125E+3	9,292247E-1	1,949998E-1	1,809707E-1	1,364950E+0	5,316601E-1
2,504687E+3	9,290973E-1	1,952908E-1	1,810089E-1	1,365675E+0	5,321279E-1
2,506250E+3	9,290316E-1	1,957292E-1	1,807166E-1	1,367208E+0	5,319027E-1
2,507812E+3	9,290190E-1	1,968683E-1	1,795102E-1	1,371763E+0	5,301194E-1
2,509375E+3	9,288070E-1	1,979446E-1	1,789160E-1	1,375391E+0	5,298831E-1
2,510937E+3	9,287058E-1	1,985720E-1	1,785031E-1	1,377595E+0	5,295647E-1
2,512500E+3	9,287470E-1	1,991721E-1	1,777175E-1	1,380197E+0	5,282067E-1
2,514062E+3	9,289355E-1	1,992811E-1	1,770637E-1	1,381312E+0	5,265818E-1
2,515625E+3	9,286666E-1	1,998565E-1	1,771745E-1	1,382725E+0	5,276032E-1
2,517187E+3	9,285389E-1	2,007255E-1	1,765513E-1	1,385858E+0	5,270110E-1
2,518750E+3	9,285581E-1	2,011222E-1	1,760447E-1	1,387569E+0	5,261368E-1
2,520312E+3	9,283411E-1	2,018161E-1	1,758669E-1	1,389677E+0	5,265265E-1
2,521875E+3	9,283231E-1	2,024831E-1	1,751499E-1	1,392393E+0	5,254150E-1
2,523437E+3	9,282199E-1	2,034508E-1	1,743211E-1	1,396075E+0	5,243698E-1
2,525000E+3	9,282522E-1	2,037714E-1	1,738534E-1	1,397539E+0	5,234932E-1
2,526562E+3	9,284111E-1	2,038935E-1	1,732523E-1	1,398627E+0	5,220001E-1
2,528125E+3	9,282613E-1	2,045880E-1	1,728654E-1	1,401016E+0	5,218082E-1
2,529687E+3	9,280534E-1	2,057247E-1	1,721161E-1	1,405083E+0	5,211713E-1
2,531250E+3	9,278912E-1	2,063823E-1	1,717997E-1	1,407294E+0	5,211228E-1
2,532812E+3	9,274341E-1	2,073690E-1	1,719419E-1	1,409843E+0	5,227564E-1
2,534375E+3	9,274556E-1	2,081665E-1	1,709126E-1	1,413349E+0	5,209071E-1
2,535937E+3	9,274586E-1	2,085242E-1	1,704672E-1	1,414902E+0	5,201189E-1
2,537500E+3	9,275679E-1	2,090106E-1	1,695483E-1	1,417409E+0	5,181709E-1
2,539062E+3	9,274137E-1	2,097141E-1	1,691340E-1	1,419892E+0	5,178961E-1
2,540625E+3	9,274123E-1	2,102667E-1	1,684507E-1	1,422293E+0	5,166769E-1
2,542187E+3	9,274381E-1	2,105334E-1	1,680403E-1	1,423554E+0	5,158605E-1
2,543750E+3	9,273891E-1	2,111824E-1	1,673705E-1	1,426212E+0	5,147913E-1
2,545312E+3	9,273423E-1	2,117840E-1	1,667489E-1	1,428682E+0	5,137933E-1
2,546875E+3	9,271017E-1	2,124519E-1	1,666208E-1	1,430725E+0	5,142660E-1
2,548437E+3	9,270500E-1	2,131091E-1	1,659353E-1	1,433438E+0	5,131503E-1
2,550000E+3	9,268290E-1	2,142278E-1	1,651590E-1	1,437578E+0	5,123470E-1
2,551562E+3	9,265754E-1	2,148930E-1	1,650623E-1	1,439590E+0	5,129038E-1
2,553125E+3	9,266859E-1	2,150906E-1	1,644691E-1	1,440894E+0	5,114623E-1
2,554687E+3	9,265544E-1	2,156759E-1	1,641021E-1	1,443020E+0	5,111469E-1
2,556250E+3	9,264444E-1	2,164468E-1	1,634209E-1	1,446074E+0	5,101626E-1
2,557812E+3	9,264018E-1	2,169946E-1	1,628237E-1	1,448388E+0	5,091352E-1
2,559375E+3	9,262090E-1	2,179230E-1	1,621745E-1	1,451863E+0	5,084279E-1
2,560937E+3	9,263633E-1	2,181011E-1	1,614577E-1	1,453268E+0	5,065861E-1
2,562500E+3	9,263307E-1	2,184983E-1	1,610211E-1	1,454956E+0	5,058207E-1
2,564062E+3	9,262205E-1	2,188349E-1	1,609061E-1	1,456070E+0	5,059067E-1
2,565625E+3	9,260563E-1	2,192060E-1	1,609112E-1	1,457136E+0	5,063830E-1
2,567187E+3	9,259489E-1	2,201782E-1	1,599146E-1	1,461191E+0	5,047056E-1
2,568750E+3	9,257690E-1	2,211063E-1	1,591949E-1	1,464782E+0	5,037667E-1
2,570312E+3	9,258579E-1	2,213283E-1	1,586059E-1	1,466159E+0	5,023264E-1
2,571875E+3	9,257548E-1	2,218576E-1	1,581911E-1	1,468217E+0	5,017718E-1
2,573437E+3	9,258454E-1	2,222286E-1	1,573818E-1	1,470302E+0	4,998648E-1
2,575000E+3	9,257575E-1	2,226216E-1	1,571055E-1	1,471794E+0	4,995411E-1
2,576562E+3	9,255317E-1	2,235066E-1	1,565667E-1	1,475056E+0	4,990529E-1
2,578125E+3	9,251112E-1	2,249425E-1	1,558516E-1	1,480169E+0	4,987219E-1
2,579687E+3	9,252743E-1	2,249484E-1	1,553186E-1	1,480845E+0	4,971556E-1
2,581250E+3	9,254581E-1	2,252828E-1	1,542387E-1	1,483162E+0	4,943734E-1
2,582812E+3	9,249783E-1	2,265067E-1	1,540014E-1	1,487084E+0	4,951748E-1
2,584375E+3	9,247815E-1	2,269919E-1	1,539258E-1	1,488619E+0	4,955480E-1
2,585937E+3	9,250821E-1	2,270915E-1	1,527985E-1	1,490301E+0	4,923148E-1
2,587500E+3	9,248794E-1	2,278135E-1	1,523863E-1	1,492960E+0	4,919706E-1
2,589062E+3	9,250760E-1	2,281078E-1	1,512971E-1	1,495173E+0	4,890740E-1
2,590625E+3	9,246655E-1	2,292616E-1	1,509094E-1	1,499106E+0	4,893210E-1
2,592187E+3	9,247298E-1	2,292238E-1	1,507536E-1	1,499183E+0	4,888070E-1
2,593750E+3	9,244276E-1	2,303589E-1	1,500239E-1	1,503490E+0	4,879981E-1
2,595312E+3	9,245106E-1	2,309991E-1	1,487577E-1	1,506966E+0	4,849547E-1
2,596875E+3	9,248266E-1	2,306694E-1	1,482059E-1	1,506638E+0	4,828856E-1
2,598437E+3	9,248368E-1	2,311156E-1	1,474748E-1	1,508873E+0	4,812109E-1
2,600000E+3	9,246993E-1	2,315465E-1	1,472648E-1	1,510434E+0	4,810941E-1
2,601562E+3	9,243519E-1	2,328081E-1	1,464531E-1	1,515252E+0	4,801491E-1
2,603125E+3	9,243903E-1	2,330780E-1	1,458917E-1	1,516752E+0	4,787620E-1
2,604687E+3	9,242674E-1	2,333585E-1	1,458642E-1	1,517642E+0	4,790164E-1
2,606250E+3	9,240664E-1	2,342437E-1	1,451326E-1	1,521232E+0	4,778451E-1
2,607812E+3	9,240269E-1	2,350782E-1	1,439145E-1	1,525258E+0	4,751089E-1
2,609375E+3	9,239493E-1	2,353770E-1	1,436954E-1	1,526440E+0	4,747932E-1
2,610937E+3	9,239254E-1	2,358376E-1	1,430216E-1	1,528667E+0	4,732687E-1
2,612500E+3	9,237569E-1	2,364630E-1	1,425774E-1	1,531130E+0	4,726451E-1
2,614062E+3	9,238886E-1	2,366348E-1	1,418285E-1	1,532556E+0	4,705331E-1
2,615625E+3	9,240667E-1	2,364958E-1	1,414320E-1	1,532597E+0	4,691401E-1
2,617187E+3	9,236337E-1	2,379176E-1	1,405757E-1	1,538028E+0	4,681712E-1
2,618750E+3	9,234789E-1	2,385107E-1	1,401204E-1	1,540416E+0	4,674577E-1
2,620312E+3	9,230675E-1	2,396169E-1	1,397005E-1	1,544369E+0	4,674614E-1
2,621875E+3	9,230316E-1	2,399310E-1	1,392894E-1	1,545841E+0	4,665479E-1
2,623437E+3	9,230645E-1	2,403009E-1	1,385315E-1	1,547899E+0	4,646106E-1
2,625000E+3	9,230567E-1	2,408337E-1	1,376317E-1	1,550637E+0	4,624130E-1
2,626562E+3	9,227260E-1	2,417720E-1	1,371869E-1	1,554117E+0	4,621190E-1
2,628125E+3	9,228296E-1	2,417180E-1	1,369045E-1	1,554280E+0	4,611641E-1
2,629687E+3	9,228359E-1	2,421790E-1	1,360640E-1	1,556725E+0	4,590505E-1
2,631250E+3	9,228599E-1	2,421155E-1	1,360889E-1	1,556495E+0	4,590548E-1
2,632812E+3	9,228528E-1	2,424657E-1	1,354901E-1	1,558305E+0	4,575702E-1
2,634375E+3	9,223577E-1	2,437943E-1	1,349317E-1	1,563176E+0	4,573542E-1
2,635937E+3	9,221532E-1	2,450316E-1	1,334404E-1	1,568865E+0	4,540460E-1
2,637500E+3	9,222689E-1	2,450865E-1	1,329048E-1	1,569664E+0	4,523973E-1
2,639062E+3	9,223317E-1	2,452647E-1	1,323386E-1	1,570892E+0	4,507916E-1
2,640625E+3	9,223371E-1	2,454161E-1	1,320371E-1	1,571726E+0	4,500008E-1
2,642187E+3	9,220818E-1	2,464504E-1	1,310740E-1	1,576161E+0	4,481029E-1
2,643750E+3	9,223086E-1	2,466285E-1	1,298686E-1	1,578121E+0	4,444247E-1
2,645312E+3	9,223240E-1	2,466996E-1	1,296737E-1	1,578574E+0	4,438778E-1
2,646875E+3	9,219627E-1	2,478234E-1	1,289221E-1	1,583066E+0	4,427341E-1
2,648437E+3	9,218384E-1	2,483731E-1	1,283449E-1	1,585507E+0	4,414912E-1
2,650000E+3	9,214919E-1	2,491432E-1	1,282019E-1	1,588172E+0	4,419067E-1
2,651562E+3	9,216182E-1	2,492069E-1	1,275840E-1	1,589085E+0	4,399691E-1
2,653125E+3	9,217813E-1	2,493790E-1	1,266049E-1	1,590757E+0	4,369750E-1
2,654687E+3	9,214325E-1	2,502242E-1	1,263145E-1	1,593845E+0	4,369843E-1
2,656250E+3	9,216614E-1	2,503738E-1	1,251064E-1	1,595699E+0	4,332005E-1
2,657812E+3	9,214212E-1	2,509050E-1	1,250018E-1	1,597557E+0	4,334556E-1
2,659375E+3	9,214301E-1	2,510291E-1	1,247169E-1	1,598285E+0	4,326604E-1
2,660937E+3	9,213669E-1	2,518587E-1	1,232894E-1	1,602612E+0	4,288955E-1
2,662500E+3	9,210955E-1	2,524938E-1	1,230908E-1	1,604928E+0	4,289501E-1
2,664062E+3	9,208959E-1	2,531933E-1	1,224632E-1	1,607941E+0	4,276566E-1
2,665625E+3	9,207618E-1	2,536584E-1	1,220475E-1	1,609945E+0	4,267983E-1
2,667187E+3	9,206572E-1	2,540669E-1	1,216259E-1	1,611769E+0	4,258544E-1
2,668750E+3	9,207480E-1	2,543212E-1	1,207175E-1	1,613622E+0	4,231177E-1
2,670312E+3	9,206394E-1	2,549554E-1	1,198264E-1	1,616717E+0	4,208499E-1
2,671875E+3	9,207900E-1	2,551182E-1	1,188475E-1	1,618335E+0	4,177611E-1
2,673437E+3	9,205665E-1	2,556994E-1	1,185384E-1	1,620616E+0	4,173632E-1
2,675000E+3	9,205084E-1	2,561276E-1	1,178570E-1	1,622795E+0	4,155482E-1
2,676562E+3	9,204474E-1	2,564523E-1	1,174085E-1	1,624373E+0	4,143966E-1
2,678125E+3	9,199481E-1	2,580312E-1	1,160682E-1	1,631144E+0	4,115969E-1
2,679687E+3	9,198689E-1	2,582732E-1	1,158710E-1	1,632175E+0	4,111930E-1
2,681250E+3	9,200117E-1	2,581464E-1	1,155367E-1	1,632108E+0	4,099260E-1
2,682812E+3	9,201328E-1	2,581385E-1	1,150293E-1	1,632627E+0	4,082020E-1
2,684375E+3	9,199119E-1	2,586840E-1	1,147635E-1	1,634759E+0	4,078884E-1
2,685937E+3	9,196516E-1	2,595108E-1	1,140285E-1	1,638353E+0	4,062822E-1
2,687500E+3	9,196687E-1	2,598857E-1	1,130959E-1	1,640626E+0	4,035107E-1
2,689062E+3	9,194865E-1	2,607905E-1	1,118116E-1	1,645076E+0	4,000897E-1
2,690625E+3	9,191781E-1	2,614280E-1	1,117016E-1	1,647373E+0	4,003888E-1
2,692187E+3	9,191700E-1	2,617101E-1	1,110759E-1	1,649002E+0	3,985431E-1
2,693750E+3	9,192018E-1	2,620549E-1	1,101152E-1	1,651197E+0	3,956081E-1
2,695312E+3	9,194048E-1	2,619445E-1	1,094545E-1	1,651508E+0	3,932218E-1
2,696875E+3	9,189793E-1	2,627768E-1	1,094032E-1	1,654426E+0	3,939141E-1
2,698437E+3	9,187113E-1	2,633480E-1	1,092544E-1	1,656551E+0	3,939986E-1
2,700000E+3	9,189731E-1	2,631376E-1	1,085613E-1	1,656548E+0	3,913868E-1
2,701562E+3	9,190215E-1	2,635272E-1	1,073868E-1	1,659111E+0	3,877310E-1
2,703125E+3	9,192320E-1	2,635464E-1	1,063546E-1	1,660237E+0	3,841769E-1
2,704687E+3	9,192809E-1	2,638206E-1	1,054410E-1	1,662118E+0	3,812882E-1
2,706250E+3	9,189378E-1	2,647457E-1	1,047469E-1	1,666038E+0	3,798132E-1
2,707812E+3	9,186370E-1	2,653012E-1	1,047772E-1	1,667943E+0	3,804818E-1
2,709375E+3	9,187290E-1	2,655055E-1	1,038164E-1	1,669627E+0	3,773356E-1
2,710937E+3	9,184935E-1	2,662780E-1	1,029689E-1	1,673180E+0	3,751482E-1
2,712500E+3	9,181673E-1	2,669310E-1	1,028617E-1	1,675577E+0	3,754278E-1
2,714062E+3	9,184951E-1	2,667694E-1	1,016806E-1	1,676190E+0	3,711200E-1
2,715625E+3	9,183677E-1	2,670372E-1	1,016044E-1	1,677206E+0	3,711182E-1
2,717187E+3	9,182645E-1	2,675666E-1	1,007154E-1	1,679950E+0	3,685145E-1
2,718750E+3	9,181588E-1	2,678703E-1	1,004323E-1	1,681300E+0	3,678162E-1
2,720312E+3	9,178348E-1	2,688441E-1	9,943877E-2	1,685718E+0	3,652634E-1
2,721875E+3	9,177927E-1	2,694731E-1	9,793648E-2	1,689414E+0	3,605503E-1
2,723437E+3	9,179539E-1	2,693912E-1	9,733676E-2	1,689703E+0	3,583408E-1
2,725000E+3	9,174388E-1	2,703737E-1	9,725851E-2	1,693273E+0	3,590109E-1
2,726562E+3	9,171669E-1	2,710846E-1	9,667615E-2	1,696371E+0	3,576201E-1
2,728125E+3	9,175129E-1	2,706781E-1	9,602317E-2	1,695547E+0	3,548981E-1
2,729687E+3	9,177794E-1	2,706916E-1	9,458655E-2	1,696960E+0	3,497782E-1
2,731250E+3	9,172650E-1	2,717545E-1	9,425744E-2	1,701077E+0	3,496028E-1
