%Cavity1 Size=	0,000000E+0	mm
%f	alpha	Re(R)	Im(R)	Re(Zs/Zo)	Im(Zs/Zo)
1,059375E+3	7,826738E-1	-3,045472E-1	-3,529549E-1	4,285288E-1	-3,864991E-1
1,060937E+3	7,832278E-1	-3,060235E-1	-3,508872E-1	4,282697E-1	-3,837309E-1
1,062500E+3	7,837416E-1	-3,061016E-1	-3,500860E-1	4,286344E-1	-3,829296E-1
1,064062E+3	7,842248E-1	-3,069788E-1	-3,486248E-1	4,286007E-1	-3,810664E-1
1,065625E+3	7,860767E-1	-3,067157E-1	-3,461918E-1	4,301719E-1	-3,788993E-1
1,067187E+3	7,867367E-1	-3,071595E-1	-3,448425E-1	4,304795E-1	-3,773756E-1
1,068750E+3	7,871719E-1	-3,080348E-1	-3,434278E-1	4,304079E-1	-3,755571E-1
1,070312E+3	7,882638E-1	-3,083361E-1	-3,415626E-1	4,311202E-1	-3,736174E-1
1,071875E+3	7,891596E-1	-3,077573E-1	-3,407724E-1	4,320954E-1	-3,731721E-1
1,073437E+3	7,901459E-1	-3,082947E-1	-3,388339E-1	4,326145E-1	-3,710314E-1
1,075000E+3	7,902275E-1	-3,091821E-1	-3,379037E-1	4,322584E-1	-3,696700E-1
1,076562E+3	7,908453E-1	-3,091888E-1	-3,369823E-1	4,327394E-1	-3,687839E-1
1,078125E+3	7,916543E-1	-3,095969E-1	-3,354035E-1	4,331804E-1	-3,670547E-1
1,079687E+3	7,921227E-1	-3,105555E-1	-3,338151E-1	4,330934E-1	-3,650271E-1
1,081250E+3	7,927056E-1	-3,111118E-1	-3,324211E-1	4,332866E-1	-3,633975E-1
1,082812E+3	7,941623E-1	-3,109585E-1	-3,303673E-1	4,345016E-1	-3,615007E-1
1,084375E+3	7,938177E-1	-3,113518E-1	-3,305184E-1	4,340444E-1	-3,614424E-1
1,085937E+3	7,945778E-1	-3,125105E-1	-3,282672E-1	4,340904E-1	-3,586751E-1
1,087500E+3	7,964507E-1	-3,121280E-1	-3,257691E-1	4,357415E-1	-3,564593E-1
1,089062E+3	7,969706E-1	-3,122295E-1	-3,248725E-1	4,361016E-1	-3,555399E-1
1,090625E+3	7,979908E-1	-3,118067E-1	-3,237062E-1	4,371061E-1	-3,546256E-1
1,092187E+3	7,988263E-1	-3,129772E-1	-3,212770E-1	4,372032E-1	-3,516743E-1
1,093750E+3	7,997355E-1	-3,128976E-1	-3,199368E-1	4,379570E-1	-3,504122E-1
1,095312E+3	7,996719E-1	-3,138460E-1	-3,191061E-1	4,374525E-1	-3,491276E-1
1,096875E+3	8,001215E-1	-3,146922E-1	-3,175647E-1	4,374010E-1	-3,472051E-1
1,098437E+3	8,010696E-1	-3,142043E-1	-3,165534E-1	4,383804E-1	-3,464638E-1
1,100000E+3	8,020563E-1	-3,139881E-1	-3,152067E-1	4,392615E-1	-3,452579E-1
1,101562E+3	8,029790E-1	-3,145710E-1	-3,131551E-1	4,397083E-1	-3,429651E-1
1,103125E+3	8,037844E-1	-3,152930E-1	-3,111365E-1	4,399955E-1	-3,406352E-1
1,104687E+3	8,039281E-1	-3,166389E-1	-3,095347E-1	4,394612E-1	-3,384095E-1
1,106250E+3	8,046193E-1	-3,165903E-1	-3,084659E-1	4,400286E-1	-3,373865E-1
1,107812E+3	8,060178E-1	-3,155771E-1	-3,072350E-1	4,416205E-1	-3,366707E-1
1,109375E+3	8,067083E-1	-3,152606E-1	-3,064350E-1	4,423196E-1	-3,360378E-1
1,110937E+3	8,073991E-1	-3,155964E-1	-3,049588E-1	4,427031E-1	-3,344224E-1
1,112500E+3	8,073290E-1	-3,166783E-1	-3,039504E-1	4,421231E-1	-3,329089E-1
1,114062E+3	8,082674E-1	-3,171706E-1	-3,018864E-1	4,426258E-1	-3,306399E-1
1,115625E+3	8,094600E-1	-3,173799E-1	-2,996831E-1	4,434669E-1	-3,283659E-1
1,117187E+3	8,099472E-1	-3,175485E-1	-2,986900E-1	4,437703E-1	-3,273047E-1
1,118750E+3	8,104756E-1	-3,177659E-1	-2,975722E-1	4,440826E-1	-3,260965E-1
1,120312E+3	8,112397E-1	-3,180668E-1	-2,959625E-1	4,445407E-1	-3,243613E-1
1,121875E+3	8,117585E-1	-3,186847E-1	-2,944174E-1	4,446503E-1	-3,225413E-1
1,123437E+3	8,116853E-1	-3,196393E-1	-2,935053E-1	4,441280E-1	-3,211933E-1
1,125000E+3	8,136381E-1	-3,187734E-1	-2,911107E-1	4,460958E-1	-3,192163E-1
1,126562E+3	8,142851E-1	-3,189084E-1	-2,898488E-1	4,465429E-1	-3,178983E-1
1,128125E+3	8,143397E-1	-3,198772E-1	-2,886847E-1	4,461122E-1	-3,162949E-1
1,129687E+3	8,150378E-1	-3,196914E-1	-2,876796E-1	4,467564E-1	-3,153785E-1
1,131250E+3	8,163061E-1	-3,198569E-1	-2,852814E-1	4,476816E-1	-3,129101E-1
1,132812E+3	8,161632E-1	-3,210794E-1	-2,841564E-1	4,469689E-1	-3,112345E-1
1,134375E+3	8,174472E-1	-3,209574E-1	-2,820268E-1	4,480470E-1	-3,091607E-1
1,135937E+3	8,179590E-1	-3,206024E-1	-2,815229E-1	4,486279E-1	-3,088151E-1
1,137500E+3	8,184996E-1	-3,209944E-1	-2,801124E-1	4,488646E-1	-3,072269E-1
1,139062E+3	8,194258E-1	-3,210070E-1	-2,784398E-1	4,495946E-1	-3,055433E-1
1,140625E+3	8,202860E-1	-3,208454E-1	-2,770780E-1	4,503590E-1	-3,042465E-1
1,142187E+3	8,207407E-1	-3,209565E-1	-2,761271E-1	4,506662E-1	-3,032411E-1
1,143750E+3	8,215713E-1	-3,215495E-1	-2,739245E-1	4,510342E-1	-3,007635E-1
1,145312E+3	8,221197E-1	-3,218523E-1	-2,725645E-1	4,513211E-1	-2,992608E-1
1,146875E+3	8,233367E-1	-3,211332E-1	-2,711766E-1	4,526490E-1	-2,981716E-1
1,148437E+3	8,241841E-1	-3,212355E-1	-2,694877E-1	4,532751E-1	-2,964194E-1
1,150000E+3	8,243172E-1	-3,216931E-1	-2,686937E-1	4,531533E-1	-2,954189E-1
1,151562E+3	8,246781E-1	-3,227881E-1	-2,667017E-1	4,528964E-1	-2,929342E-1
1,153125E+3	8,253030E-1	-3,226526E-1	-2,656921E-1	4,534626E-1	-2,919689E-1
1,154687E+3	8,261518E-1	-3,230799E-1	-2,635670E-1	4,539276E-1	-2,896328E-1
1,156250E+3	8,265831E-1	-3,235358E-1	-2,621860E-1	4,540447E-1	-2,880392E-1
1,157812E+3	8,271399E-1	-3,233336E-1	-2,613723E-1	4,545906E-1	-2,872970E-1
1,159375E+3	8,281125E-1	-3,226718E-1	-2,603275E-1	4,557002E-1	-2,865101E-1
1,160937E+3	8,283568E-1	-3,232216E-1	-2,591736E-1	4,556202E-1	-2,851059E-1
1,162500E+3	8,297477E-1	-3,228311E-1	-2,569677E-1	4,569310E-1	-2,830173E-1
1,164062E+3	8,299817E-1	-3,231151E-1	-2,561541E-1	4,569759E-1	-2,820695E-1
1,165625E+3	8,304579E-1	-3,236248E-1	-2,545764E-1	4,571013E-1	-2,802483E-1
1,167187E+3	8,309691E-1	-3,240058E-1	-2,530833E-1	4,573196E-1	-2,785663E-1
1,168750E+3	8,321045E-1	-3,236073E-1	-2,513440E-1	4,584319E-1	-2,769463E-1
1,170312E+3	8,327429E-1	-3,233970E-1	-2,503427E-1	4,590515E-1	-2,760040E-1
1,171875E+3	8,332369E-1	-3,238113E-1	-2,488159E-1	4,592391E-1	-2,742701E-1
1,173437E+3	8,336873E-1	-3,237794E-1	-2,479509E-1	4,596176E-1	-2,733941E-1
1,175000E+3	8,343424E-1	-3,239385E-1	-2,464173E-1	4,600642E-1	-2,717537E-1
1,176562E+3	8,347678E-1	-3,243794E-1	-2,449698E-1	4,601829E-1	-2,700893E-1
1,178125E+3	8,356334E-1	-3,241994E-1	-2,434367E-1	4,609716E-1	-2,685804E-1
1,179687E+3	8,365301E-1	-3,237977E-1	-2,421259E-1	4,618994E-1	-2,673851E-1
1,181250E+3	8,366155E-1	-3,245419E-1	-2,409503E-1	4,615890E-1	-2,658808E-1
1,182812E+3	8,369836E-1	-3,251925E-1	-2,393035E-1	4,615545E-1	-2,639278E-1
1,184375E+3	8,379281E-1	-3,246839E-1	-2,380174E-1	4,625757E-1	-2,627936E-1
1,185937E+3	8,387855E-1	-3,246869E-1	-2,362052E-1	4,632668E-1	-2,609154E-1
1,187500E+3	8,394532E-1	-3,245961E-1	-2,349131E-1	4,638532E-1	-2,596099E-1
1,189062E+3	8,401258E-1	-3,245538E-1	-2,335359E-1	4,644191E-1	-2,581960E-1
1,190625E+3	8,403975E-1	-3,247114E-1	-2,327338E-1	4,645582E-1	-2,573030E-1
1,192187E+3	8,404263E-1	-3,254199E-1	-2,316799E-1	4,642178E-1	-2,559414E-1
1,193750E+3	8,410776E-1	-3,255869E-1	-2,300337E-1	4,646591E-1	-2,541673E-1
1,195312E+3	8,419641E-1	-3,250893E-1	-2,288074E-1	4,656329E-1	-2,530755E-1
1,196875E+3	8,427535E-1	-3,248021E-1	-2,274865E-1	4,664212E-1	-2,518045E-1
1,198437E+3	8,433272E-1	-3,251254E-1	-2,257571E-1	4,667199E-1	-2,498800E-1
1,200000E+3	8,436350E-1	-3,253799E-1	-2,247064E-1	4,668382E-1	-2,486893E-1
1,201562E+3	8,440182E-1	-3,260334E-1	-2,228990E-1	4,668117E-1	-2,465631E-1
1,203125E+3	8,449233E-1	-3,253303E-1	-2,218940E-1	4,679104E-1	-2,457655E-1
1,204687E+3	8,458061E-1	-3,248306E-1	-2,206332E-1	4,688881E-1	-2,446241E-1
1,206250E+3	8,461799E-1	-3,249580E-1	-2,195962E-1	4,691262E-1	-2,434904E-1
1,207812E+3	8,471285E-1	-3,246930E-1	-2,178210E-1	4,700374E-1	-2,417201E-1
1,209375E+3	8,477261E-1	-3,248325E-1	-2,162354E-1	4,704522E-1	-2,400030E-1
1,210937E+3	8,479254E-1	-3,251534E-1	-2,152902E-1	4,704473E-1	-2,388953E-1
1,212500E+3	8,481001E-1	-3,256073E-1	-2,141956E-1	4,703529E-1	-2,375840E-1
1,214062E+3	8,482260E-1	-3,259162E-1	-2,134305E-1	4,702944E-1	-2,366708E-1
1,215625E+3	8,491223E-1	-3,256255E-1	-2,117681E-1	4,711774E-1	-2,350200E-1
1,217187E+3	8,495922E-1	-3,256604E-1	-2,106018E-1	4,715429E-1	-2,337775E-1
1,218750E+3	8,500753E-1	-3,259398E-1	-2,090165E-1	4,717912E-1	-2,320079E-1
1,220312E+3	8,505307E-1	-3,259105E-1	-2,079702E-1	4,721786E-1	-2,309125E-1
1,221875E+3	8,508903E-1	-3,263154E-1	-2,064653E-1	4,722602E-1	-2,291843E-1
1,223437E+3	8,511901E-1	-3,265368E-1	-2,053866E-1	4,723891E-1	-2,279687E-1
1,225000E+3	8,521043E-1	-3,265244E-1	-2,031687E-1	4,731430E-1	-2,256246E-1
1,226562E+3	8,523850E-1	-3,262415E-1	-2,029320E-1	4,735215E-1	-2,254677E-1
1,228125E+3	8,528963E-1	-3,263553E-1	-2,014844E-1	4,738802E-1	-2,238946E-1
1,229687E+3	8,537857E-1	-3,258478E-1	-2,000937E-1	4,748768E-1	-2,225848E-1
1,231250E+3	8,542567E-1	-3,261142E-1	-1,984761E-1	4,751224E-1	-2,207778E-1
1,232812E+3	8,544775E-1	-3,261330E-1	-1,978883E-1	4,752936E-1	-2,201464E-1
1,234375E+3	8,551963E-1	-3,260797E-1	-1,961525E-1	4,759120E-1	-2,183156E-1
1,235937E+3	8,556945E-1	-3,263375E-1	-1,944463E-1	4,761846E-1	-2,164145E-1
1,237500E+3	8,562952E-1	-3,260082E-1	-1,934514E-1	4,768531E-1	-2,154582E-1
1,239062E+3	8,566508E-1	-3,263221E-1	-1,919975E-1	4,769788E-1	-2,138065E-1
1,240625E+3	8,569828E-1	-3,262924E-1	-1,911818E-1	4,772676E-1	-2,129445E-1
1,242187E+3	8,575887E-1	-3,264685E-1	-1,892873E-1	4,776726E-1	-2,108642E-1
1,243750E+3	8,577720E-1	-3,266418E-1	-1,885024E-1	4,777313E-1	-2,099707E-1
1,245312E+3	8,583821E-1	-3,266131E-1	-1,869272E-1	4,782489E-1	-2,082935E-1
1,246875E+3	8,588380E-1	-3,263306E-1	-1,861999E-1	4,787751E-1	-2,076011E-1
1,248437E+3	8,592316E-1	-3,265871E-1	-1,846869E-1	4,789627E-1	-2,059006E-1
1,250000E+3	8,595144E-1	-3,268089E-1	-1,835253E-1	4,790775E-1	-2,045872E-1
1,251562E+3	8,604050E-1	-3,264588E-1	-1,817129E-1	4,799994E-1	-2,027466E-1
1,253125E+3	8,604497E-1	-3,269721E-1	-1,806642E-1	4,797616E-1	-2,014661E-1
1,254687E+3	8,615584E-1	-3,262324E-1	-1,789246E-1	4,810739E-1	-1,998146E-1
1,256250E+3	8,619710E-1	-3,258225E-1	-1,785181E-1	4,816357E-1	-1,994978E-1
1,257812E+3	8,621913E-1	-3,264246E-1	-1,767927E-1	4,814941E-1	-1,974612E-1
1,259375E+3	8,629338E-1	-3,266926E-1	-1,741783E-1	4,819644E-1	-1,945636E-1
1,260937E+3	8,633155E-1	-3,264583E-1	-1,735208E-1	4,824067E-1	-1,939212E-1
1,262500E+3	8,638758E-1	-3,260085E-1	-1,727501E-1	4,831139E-1	-1,932176E-1
1,264062E+3	8,649635E-1	-3,251101E-1	-1,712889E-1	4,845037E-1	-1,918927E-1
1,265625E+3	8,649608E-1	-3,259639E-1	-1,696666E-1	4,840385E-1	-1,898934E-1
1,267187E+3	8,653468E-1	-3,260465E-1	-1,683653E-1	4,843143E-1	-1,884602E-1
1,268750E+3	8,660326E-1	-3,257663E-1	-1,668643E-1	4,850364E-1	-1,869104E-1
1,270312E+3	8,663612E-1	-3,255129E-1	-1,663734E-1	4,854476E-1	-1,864479E-1
1,271875E+3	8,667813E-1	-3,255164E-1	-1,650994E-1	4,857955E-1	-1,850630E-1
1,273437E+3	8,672514E-1	-3,255651E-1	-1,635724E-1	4,861605E-1	-1,833896E-1
1,275000E+3	8,674364E-1	-3,258825E-1	-1,623705E-1	4,861417E-1	-1,819962E-1
1,276562E+3	8,675955E-1	-3,260828E-1	-1,614762E-1	4,861650E-1	-1,809693E-1
1,278125E+3	8,683574E-1	-3,259022E-1	-1,594689E-1	4,868984E-1	-1,788323E-1
1,279687E+3	8,691202E-1	-3,254631E-1	-1,579670E-1	4,877749E-1	-1,773111E-1
1,281250E+3	8,697160E-1	-3,251159E-1	-1,567919E-1	4,884629E-1	-1,761197E-1
1,282812E+3	8,697760E-1	-3,253140E-1	-1,561885E-1	4,884044E-1	-1,754088E-1
1,284375E+3	8,703727E-1	-3,252555E-1	-1,543896E-1	4,889354E-1	-1,734579E-1
1,285937E+3	8,709476E-1	-3,249565E-1	-1,531526E-1	4,895810E-1	-1,721816E-1
1,287500E+3	8,713563E-1	-3,247817E-1	-1,521861E-1	4,900196E-1	-1,711680E-1
1,289062E+3	8,718487E-1	-3,245717E-1	-1,510117E-1	4,905482E-1	-1,699344E-1
1,290625E+3	8,718271E-1	-3,253583E-1	-1,493818E-1	4,900963E-1	-1,679495E-1
1,292187E+3	8,728185E-1	-3,247103E-1	-1,474607E-1	4,912853E-1	-1,660030E-1
1,293750E+3	8,730453E-1	-3,248373E-1	-1,464085E-1	4,914055E-1	-1,648160E-1
1,295312E+3	8,731377E-1	-3,250451E-1	-1,456297E-1	4,913680E-1	-1,639095E-1
1,296875E+3	8,740472E-1	-3,241193E-1	-1,445665E-1	4,926454E-1	-1,629661E-1
1,298437E+3	8,749230E-1	-3,235259E-1	-1,428566E-1	4,937130E-1	-1,612260E-1
1,300000E+3	8,751336E-1	-3,240004E-1	-1,410322E-1	4,936262E-1	-1,591007E-1
1,301562E+3	8,752707E-1	-3,240322E-1	-1,404723E-1	4,937240E-1	-1,584757E-1
1,303125E+3	8,757726E-1	-3,236836E-1	-1,394857E-1	4,943414E-1	-1,574691E-1
1,304687E+3	8,761943E-1	-3,236235E-1	-1,381070E-1	4,947308E-1	-1,559604E-1
1,306250E+3	8,763210E-1	-3,237874E-1	-1,372615E-1	4,947461E-1	-1,549880E-1
1,307812E+3	8,769314E-1	-3,232679E-1	-1,362588E-1	4,955522E-1	-1,539991E-1
1,309375E+3	8,776187E-1	-3,230747E-1	-1,341790E-1	4,962418E-1	-1,517407E-1
1,310937E+3	8,781557E-1	-3,228616E-1	-1,326825E-1	4,968160E-1	-1,501301E-1
1,312500E+3	8,783821E-1	-3,228667E-1	-1,318143E-1	4,970048E-1	-1,491659E-1
1,314062E+3	8,785066E-1	-3,229995E-1	-1,310141E-1	4,970356E-1	-1,482486E-1
1,315625E+3	8,791551E-1	-3,224632E-1	-1,298555E-1	4,978873E-1	-1,470808E-1
1,317187E+3	8,798156E-1	-3,218616E-1	-1,288003E-1	4,987878E-1	-1,460397E-1
1,318750E+3	8,799797E-1	-3,224233E-1	-1,267420E-1	4,986096E-1	-1,436278E-1
1,320312E+3	8,802816E-1	-3,220327E-1	-1,265437E-1	4,990870E-1	-1,434912E-1
1,321875E+3	8,803045E-1	-3,224306E-1	-1,254353E-1	4,988814E-1	-1,421720E-1
1,323437E+3	8,806496E-1	-3,225268E-1	-1,238015E-1	4,991202E-1	-1,403324E-1
1,325000E+3	8,816595E-1	-3,214850E-1	-1,224250E-1	5,005702E-1	-1,390158E-1
1,326562E+3	8,823940E-1	-3,208751E-1	-1,210173E-1	5,015437E-1	-1,375700E-1
1,328125E+3	8,824697E-1	-3,211906E-1	-1,198621E-1	5,014284E-1	-1,362137E-1
1,329687E+3	8,830572E-1	-3,207401E-1	-1,186113E-1	5,021870E-1	-1,349064E-1
1,331250E+3	8,834775E-1	-3,202866E-1	-1,180635E-1	5,028055E-1	-1,343849E-1
1,332812E+3	8,834693E-1	-3,207259E-1	-1,169000E-1	5,025473E-1	-1,329934E-1
1,334375E+3	8,837164E-1	-3,209877E-1	-1,151106E-1	5,026088E-1	-1,309370E-1
1,335937E+3	8,842585E-1	-3,206357E-1	-1,137290E-1	5,032737E-1	-1,294572E-1
1,337500E+3	8,848381E-1	-3,201675E-1	-1,124933E-1	5,040385E-1	-1,281612E-1
1,339062E+3	8,852131E-1	-3,198748E-1	-1,116560E-1	5,045282E-1	-1,272770E-1
1,340625E+3	8,855281E-1	-3,198054E-1	-1,104373E-1	5,048383E-1	-1,259203E-1
1,342187E+3	8,859838E-1	-3,196715E-1	-1,087492E-1	5,053065E-1	-1,240467E-1
1,343750E+3	8,863824E-1	-3,193591E-1	-1,078304E-1	5,058291E-1	-1,230704E-1
1,345312E+3	8,866573E-1	-3,192709E-1	-1,068120E-1	5,061162E-1	-1,219396E-1
1,346875E+3	8,870923E-1	-3,189431E-1	-1,057497E-1	5,066800E-1	-1,208020E-1
1,348437E+3	8,873511E-1	-3,190002E-1	-1,043443E-1	5,068697E-1	-1,192064E-1
1,350000E+3	8,876867E-1	-3,188237E-1	-1,032701E-1	5,072610E-1	-1,180256E-1
1,351562E+3	8,880414E-1	-3,185970E-1	-1,022473E-1	5,076981E-1	-1,169107E-1
1,353125E+3	8,884079E-1	-3,183845E-1	-1,011109E-1	5,081375E-1	-1,156636E-1
1,354687E+3	8,889907E-1	-3,181886E-1	-9,881973E-2	5,087545E-1	-1,131058E-1
1,356250E+3	8,895518E-1	-3,174994E-1	-9,819562E-2	5,096413E-1	-1,125163E-1
1,357812E+3	8,897636E-1	-3,172088E-1	-9,805597E-2	5,099943E-1	-1,124074E-1
1,359375E+3	8,900028E-1	-3,174209E-1	-9,613093E-2	5,100774E-1	-1,101889E-1
1,360937E+3	8,901953E-1	-3,174566E-1	-9,500517E-2	5,102230E-1	-1,089061E-1
1,362500E+3	8,907609E-1	-3,169471E-1	-9,372082E-2	5,110114E-1	-1,075315E-1
1,364062E+3	8,911127E-1	-3,168089E-1	-9,230032E-2	5,113975E-1	-1,059398E-1
1,365625E+3	8,914759E-1	-3,165339E-1	-9,127091E-2	5,118742E-1	-1,048132E-1
1,367187E+3	8,917981E-1	-3,164625E-1	-8,974054E-2	5,121960E-1	-1,030833E-1
1,368750E+3	8,921692E-1	-3,160893E-1	-8,898509E-2	5,127381E-1	-1,022812E-1
1,370312E+3	8,927909E-1	-3,155527E-1	-8,738204E-2	5,135957E-1	-1,005365E-1
1,371875E+3	8,928008E-1	-3,156836E-1	-8,685079E-2	5,135271E-1	-9,991081E-2
1,373437E+3	8,930456E-1	-3,154793E-1	-8,618107E-2	5,138609E-1	-9,917766E-2
1,375000E+3	8,935874E-1	-3,152025E-1	-8,402389E-2	5,144970E-1	-9,675615E-2
1,376562E+3	8,935594E-1	-3,153361E-1	-8,368843E-2	5,143934E-1	-9,635348E-2
1,378125E+3	8,942847E-1	-3,147437E-1	-8,155789E-2	5,153777E-1	-9,400388E-2
1,379687E+3	8,949260E-1	-3,140574E-1	-8,026184E-2	5,163465E-1	-9,261755E-2
1,381250E+3	8,955130E-1	-3,132685E-1	-7,968577E-2	5,173314E-1	-9,206779E-2
1,382812E+3	8,954078E-1	-3,136010E-1	-7,903580E-2	5,170405E-1	-9,127620E-2
1,384375E+3	8,957051E-1	-3,135626E-1	-7,728812E-2	5,173240E-1	-8,927715E-2
1,385937E+3	8,962132E-1	-3,129064E-1	-7,665770E-2	5,181622E-1	-8,864214E-2
1,387500E+3	8,965853E-1	-3,125291E-1	-7,576454E-2	5,187153E-1	-8,766645E-2
1,389062E+3	8,969158E-1	-3,124944E-1	-7,369859E-2	5,190265E-1	-8,529569E-2
1,390625E+3	8,972981E-1	-3,120873E-1	-7,282477E-2	5,196076E-1	-8,434277E-2
1,392187E+3	8,976053E-1	-3,118619E-1	-7,167210E-2	5,200137E-1	-8,304425E-2
1,393750E+3	8,982890E-1	-3,111480E-1	-6,998560E-2	5,210472E-1	-8,118947E-2
1,395312E+3	8,985703E-1	-3,109725E-1	-6,874437E-2	5,214016E-1	-7,977879E-2
1,396875E+3	8,986619E-1	-3,110015E-1	-6,794233E-2	5,214649E-1	-7,884954E-2
1,398437E+3	8,989260E-1	-3,108825E-1	-6,652884E-2	5,217702E-1	-7,723165E-2
1,400000E+3	8,991271E-1	-3,107473E-1	-6,564336E-2	5,220297E-1	-7,622457E-2
1,401562E+3	8,997452E-1	-3,100380E-1	-6,427499E-2	5,230070E-1	-7,472398E-2
1,403125E+3	8,998171E-1	-3,100017E-1	-6,388950E-2	5,230928E-1	-7,428207E-2
1,404687E+3	9,001026E-1	-3,097637E-1	-6,279946E-2	5,234905E-1	-7,304705E-2
1,406250E+3	9,006085E-1	-3,093139E-1	-6,096223E-2	5,242133E-1	-7,096804E-2
1,407812E+3	9,009101E-1	-3,090806E-1	-5,965804E-2	5,246233E-1	-6,948086E-2
1,409375E+3	9,012055E-1	-3,088577E-1	-5,832187E-2	5,250220E-1	-6,795401E-2
1,410937E+3	9,013220E-1	-3,088332E-1	-5,744597E-2	5,251406E-1	-6,693991E-2
1,412500E+3	9,015178E-1	-3,086090E-1	-5,694460E-2	5,254518E-1	-6,638059E-2
1,414062E+3	9,023658E-1	-3,074394E-1	-5,581464E-2	5,269249E-1	-6,518449E-2
1,415625E+3	9,027161E-1	-3,070860E-1	-5,460839E-2	5,274551E-1	-6,381513E-2
1,417187E+3	9,030691E-1	-3,067833E-1	-5,305563E-2	5,279570E-1	-6,203532E-2
1,418750E+3	9,028883E-1	-3,072753E-1	-5,189933E-2	5,274921E-1	-6,064202E-2
1,420312E+3	9,030966E-1	-3,071338E-1	-5,071694E-2	5,277653E-1	-5,927746E-2
1,421875E+3	9,037473E-1	-3,062172E-1	-4,983703E-2	5,289133E-1	-5,833371E-2
1,423437E+3	9,040709E-1	-3,057885E-1	-4,921867E-2	5,294687E-1	-5,764977E-2
1,425000E+3	9,039532E-1	-3,062197E-1	-4,771072E-2	5,290959E-1	-5,585146E-2
1,426562E+3	9,046244E-1	-3,053101E-1	-4,649050E-2	5,302618E-1	-5,450247E-2
1,428125E+3	9,047873E-1	-3,051381E-1	-4,586274E-2	5,305149E-1	-5,378252E-2
1,429687E+3	9,053357E-1	-3,044193E-1	-4,464544E-2	5,314553E-1	-5,241604E-2
1,431250E+3	9,056569E-1	-3,041297E-1	-4,299086E-2	5,319251E-1	-5,050018E-2
1,432812E+3	9,058319E-1	-3,039470E-1	-4,224110E-2	5,321968E-1	-4,963521E-2
1,434375E+3	9,060336E-1	-3,037386E-1	-4,134381E-2	5,325087E-1	-4,859851E-2
1,435937E+3	9,065782E-1	-3,030593E-1	-3,971057E-2	5,334255E-1	-4,673095E-2
1,437500E+3	9,067377E-1	-3,028874E-1	-3,900670E-2	5,336774E-1	-4,591625E-2
1,439062E+3	9,073289E-1	-3,020617E-1	-3,781349E-2	5,347311E-1	-4,457049E-2
1,440625E+3	9,076358E-1	-3,017298E-1	-3,637711E-2	5,352182E-1	-4,290199E-2
1,442187E+3	9,079101E-1	-3,013937E-1	-3,537967E-2	5,356790E-1	-4,174895E-2
1,443750E+3	9,082690E-1	-3,008583E-1	-3,486134E-2	5,363431E-1	-4,117203E-2
1,445312E+3	9,081686E-1	-3,011401E-1	-3,385246E-2	5,360737E-1	-3,996485E-2
1,446875E+3	9,081000E-1	-3,014365E-1	-3,218816E-2	5,358240E-1	-3,798522E-2
1,448437E+3	9,085586E-1	-3,007425E-1	-3,154895E-2	5,366793E-1	-3,727149E-2
1,450000E+3	9,089456E-1	-3,002666E-1	-2,990541E-2	5,373329E-1	-3,535780E-2
1,451562E+3	9,094273E-1	-2,995104E-1	-2,943146E-2	5,382522E-1	-3,483852E-2
1,453125E+3	9,096807E-1	-2,991945E-1	-2,831933E-2	5,386844E-1	-3,353964E-2
1,454687E+3	9,098285E-1	-2,990536E-1	-2,717516E-2	5,389090E-1	-3,219274E-2
1,456250E+3	9,099029E-1	-2,989802E-1	-2,660685E-2	5,390237E-1	-3,152363E-2
1,457812E+3	9,108249E-1	-2,975816E-1	-2,490529E-2	5,407613E-1	-2,957278E-2
1,459375E+3	9,110369E-1	-2,973296E-1	-2,362586E-2	5,411172E-1	-2,806552E-2
1,460937E+3	9,113216E-1	-2,969232E-1	-2,269354E-2	5,416393E-1	-2,697557E-2
1,462500E+3	9,117238E-1	-2,962956E-1	-2,202585E-2	5,424127E-1	-2,620772E-2
1,464062E+3	9,118706E-1	-2,961266E-1	-2,093859E-2	5,426565E-1	-2,492122E-2
1,465625E+3	9,124712E-1	-2,952077E-1	-1,952591E-2	5,438030E-1	-2,327361E-2
1,467187E+3	9,125088E-1	-2,951913E-1	-1,879641E-2	5,438483E-1	-2,240503E-2
1,468750E+3	9,130652E-1	-2,943196E-1	-1,763043E-2	5,449268E-1	-2,104405E-2
1,470312E+3	9,132507E-1	-2,940741E-1	-1,642443E-2	5,452577E-1	-1,961246E-2
1,471875E+3	9,134104E-1	-2,938692E-1	-1,518103E-2	5,455386E-1	-1,813387E-2
1,473437E+3	9,140123E-1	-2,928784E-1	-1,449065E-2	5,467416E-1	-1,733596E-2
1,475000E+3	9,141958E-1	-2,926070E-1	-1,361267E-2	5,470891E-1	-1,629266E-2
1,476562E+3	9,143094E-1	-2,924431E-1	-1,294578E-2	5,473017E-1	-1,549857E-2
1,478125E+3	9,142479E-1	-2,926189E-1	-1,123991E-2	5,471295E-1	-1,345299E-2
1,479687E+3	9,148176E-1	-2,916693E-1	-1,055830E-2	5,482805E-1	-1,265588E-2
1,481250E+3	9,153184E-1	-2,908633E-1	-8,952613E-3	5,492762E-1	-1,074480E-2
1,482812E+3	9,155003E-1	-2,905720E-1	-8,226240E-3	5,496375E-1	-9,877550E-3
1,484375E+3	9,157505E-1	-2,901752E-1	-6,915214E-3	5,501325E-1	-8,308560E-3
